Accession,Description,trt,measurement
AT2G41530,| Symbols: ATSFGH  SFGH | S-formylglutathione hydrolase | chr2:17323656-17325430 REVERSE LENGTH=284,6,15
AT2G41530,| Symbols: ATSFGH  SFGH | S-formylglutathione hydrolase | chr2:17323656-17325430 REVERSE LENGTH=284,6,17
AT2G41680,| Symbols: NTRC | NADPH-dependent thioredoxin reductase C | chr2:17376349-17379028 REVERSE LENGTH=529,2,12.915
AT2G41680,| Symbols: NTRC | NADPH-dependent thioredoxin reductase C | chr2:17376349-17379028 REVERSE LENGTH=529,2,12.054
AT2G41680,| Symbols: NTRC | NADPH-dependent thioredoxin reductase C | chr2:17376349-17379028 REVERSE LENGTH=529,2,7.749
AT2G41680,| Symbols: NTRC | NADPH-dependent thioredoxin reductase C | chr2:17376349-17379028 REVERSE LENGTH=529,6,12
AT2G41680,| Symbols: NTRC | NADPH-dependent thioredoxin reductase C | chr2:17376349-17379028 REVERSE LENGTH=529,6,11
AT2G41680,| Symbols: NTRC | NADPH-dependent thioredoxin reductase C | chr2:17376349-17379028 REVERSE LENGTH=529,6,11
AT2G41790,| Symbols:  | Insulinase (Peptidase family M16) family protein | chr2:17429453-17436110 REVERSE LENGTH=970,2,6.888
AT2G41790,| Symbols:  | Insulinase (Peptidase family M16) family protein | chr2:17429453-17436110 REVERSE LENGTH=970,2,6.027
AT2G41790,| Symbols:  | Insulinase (Peptidase family M16) family protein | chr2:17429453-17436110 REVERSE LENGTH=970,2,7.749
AT2G41790,| Symbols:  | Insulinase (Peptidase family M16) family protein | chr2:17429453-17436110 REVERSE LENGTH=970,6,4
AT2G41790,| Symbols:  | Insulinase (Peptidase family M16) family protein | chr2:17429453-17436110 REVERSE LENGTH=970,6,5
AT2G41790,| Symbols:  | Insulinase (Peptidase family M16) family protein | chr2:17429453-17436110 REVERSE LENGTH=970,6,5
AT2G41840,| Symbols:  | Ribosomal protein S5 family protein | chr2:17460016-17461398 REVERSE LENGTH=285,2,45.633
AT2G41840,| Symbols:  | Ribosomal protein S5 family protein | chr2:17460016-17461398 REVERSE LENGTH=285,2,52.521
AT2G41840,| Symbols:  | Ribosomal protein S5 family protein | chr2:17460016-17461398 REVERSE LENGTH=285,2,42.189
AT2G41840,| Symbols:  | Ribosomal protein S5 family protein | chr2:17460016-17461398 REVERSE LENGTH=285,6,30
AT2G41840,| Symbols:  | Ribosomal protein S5 family protein | chr2:17460016-17461398 REVERSE LENGTH=285,6,36
AT2G41840,| Symbols:  | Ribosomal protein S5 family protein | chr2:17460016-17461398 REVERSE LENGTH=285,6,34
AT2G42100,| Symbols:  | Actin-like ATPase superfamily protein | chr2:17560211-17561945 FORWARD LENGTH=378,2,27.552
AT2G42100,| Symbols:  | Actin-like ATPase superfamily protein | chr2:17560211-17561945 FORWARD LENGTH=378,2,28.413
AT2G42100,| Symbols:  | Actin-like ATPase superfamily protein | chr2:17560211-17561945 FORWARD LENGTH=378,2,24.969
AT2G42100,| Symbols:  | Actin-like ATPase superfamily protein | chr2:17560211-17561945 FORWARD LENGTH=378,6,22
AT2G42100,| Symbols:  | Actin-like ATPase superfamily protein | chr2:17560211-17561945 FORWARD LENGTH=378,6,20
AT2G42100,| Symbols:  | Actin-like ATPase superfamily protein | chr2:17560211-17561945 FORWARD LENGTH=378,6,18
AT2G42170,| Symbols:  | Actin family protein | chr2:17578683-17580222 FORWARD LENGTH=329,2,8.61
AT2G42170,| Symbols:  | Actin family protein | chr2:17578683-17580222 FORWARD LENGTH=329,2,9.471
AT2G42170,| Symbols:  | Actin family protein | chr2:17578683-17580222 FORWARD LENGTH=329,2,13.776
AT2G42170,| Symbols:  | Actin family protein | chr2:17578683-17580222 FORWARD LENGTH=329,6,12
AT2G42170,| Symbols:  | Actin family protein | chr2:17578683-17580222 FORWARD LENGTH=329,6,12
AT2G42170,| Symbols:  | Actin family protein | chr2:17578683-17580222 FORWARD LENGTH=329,6,15
AT2G42210,| Symbols: ATOEP16-3  OEP16-3 | Mitochondrial import inner membrane translocase subunit Tim17/Tim22/Tim23 family protein | chr2:17590642-17591591 FORWARD LENGTH=159,2,6.888
AT2G42210,| Symbols: ATOEP16-3  OEP16-3 | Mitochondrial import inner membrane translocase subunit Tim17/Tim22/Tim23 family protein | chr2:17590642-17591591 FORWARD LENGTH=159,2,6.888
AT2G42210,| Symbols: ATOEP16-3  OEP16-3 | Mitochondrial import inner membrane translocase subunit Tim17/Tim22/Tim23 family protein | chr2:17590642-17591591 FORWARD LENGTH=159,2,9.471
AT2G42210,| Symbols: ATOEP16-3  OEP16-3 | Mitochondrial import inner membrane translocase subunit Tim17/Tim22/Tim23 family protein | chr2:17590642-17591591 FORWARD LENGTH=159,6,5
AT2G42210,| Symbols: ATOEP16-3  OEP16-3 | Mitochondrial import inner membrane translocase subunit Tim17/Tim22/Tim23 family protein | chr2:17590642-17591591 FORWARD LENGTH=159,6,4
AT2G42210,| Symbols: ATOEP16-3  OEP16-3 | Mitochondrial import inner membrane translocase subunit Tim17/Tim22/Tim23 family protein | chr2:17590642-17591591 FORWARD LENGTH=159,6,5
AT2G42500,| Symbols: PP2A-3 | protein phosphatase 2A-3 | chr2:17698099-17701226 REVERSE LENGTH=313,2,13.776
AT2G42500,| Symbols: PP2A-3 | protein phosphatase 2A-3 | chr2:17698099-17701226 REVERSE LENGTH=313,2,18.942
AT2G42500,| Symbols: PP2A-3 | protein phosphatase 2A-3 | chr2:17698099-17701226 REVERSE LENGTH=313,2,15.498
AT2G42500,| Symbols: PP2A-3 | protein phosphatase 2A-3 | chr2:17698099-17701226 REVERSE LENGTH=313,6,14
AT2G42500,| Symbols: PP2A-3 | protein phosphatase 2A-3 | chr2:17698099-17701226 REVERSE LENGTH=313,6,19
AT2G42500,| Symbols: PP2A-3 | protein phosphatase 2A-3 | chr2:17698099-17701226 REVERSE LENGTH=313,6,16
AT2G42520,| Symbols:  | P-loop containing nucleoside triphosphate hydrolases superfamily protein | chr2:17705382-17708744 FORWARD LENGTH=633,2,18.081
AT2G42520,| Symbols:  | P-loop containing nucleoside triphosphate hydrolases superfamily protein | chr2:17705382-17708744 FORWARD LENGTH=633,2,13.776
AT2G42520,| Symbols:  | P-loop containing nucleoside triphosphate hydrolases superfamily protein | chr2:17705382-17708744 FORWARD LENGTH=633,2,14.637
AT2G42520,| Symbols:  | P-loop containing nucleoside triphosphate hydrolases superfamily protein | chr2:17705382-17708744 FORWARD LENGTH=633,6,11
AT2G42520,| Symbols:  | P-loop containing nucleoside triphosphate hydrolases superfamily protein | chr2:17705382-17708744 FORWARD LENGTH=633,6,11
AT2G42520,| Symbols:  | P-loop containing nucleoside triphosphate hydrolases superfamily protein | chr2:17705382-17708744 FORWARD LENGTH=633,6,10
AT2G42560,| Symbols:  | late embryogenesis abundant domain-containing protein / LEA domain-containing protein | chr2:17714813-17716821 REVERSE LENGTH=635,2,328.041
AT2G42560,| Symbols:  | late embryogenesis abundant domain-containing protein / LEA domain-containing protein | chr2:17714813-17716821 REVERSE LENGTH=635,2,365.064
AT2G42560,| Symbols:  | late embryogenesis abundant domain-containing protein / LEA domain-containing protein | chr2:17714813-17716821 REVERSE LENGTH=635,2,327.18
AT2G42560,| Symbols:  | late embryogenesis abundant domain-containing protein / LEA domain-containing protein | chr2:17714813-17716821 REVERSE LENGTH=635,6,258
AT2G42560,| Symbols:  | late embryogenesis abundant domain-containing protein / LEA domain-containing protein | chr2:17714813-17716821 REVERSE LENGTH=635,6,265
AT2G42560,| Symbols:  | late embryogenesis abundant domain-containing protein / LEA domain-containing protein | chr2:17714813-17716821 REVERSE LENGTH=635,6,238
AT2G42600,| Symbols: ATPPC2  PPC2 | phosphoenolpyruvate carboxylase 2 | chr2:17734541-17738679 REVERSE LENGTH=963,2,61.131
AT2G42600,| Symbols: ATPPC2  PPC2 | phosphoenolpyruvate carboxylase 2 | chr2:17734541-17738679 REVERSE LENGTH=963,2,66.297
AT2G42600,| Symbols: ATPPC2  PPC2 | phosphoenolpyruvate carboxylase 2 | chr2:17734541-17738679 REVERSE LENGTH=963,2,70.602
AT2G42600,| Symbols: ATPPC2  PPC2 | phosphoenolpyruvate carboxylase 2 | chr2:17734541-17738679 REVERSE LENGTH=963,6,66
AT2G42600,| Symbols: ATPPC2  PPC2 | phosphoenolpyruvate carboxylase 2 | chr2:17734541-17738679 REVERSE LENGTH=963,6,64
AT2G42600,| Symbols: ATPPC2  PPC2 | phosphoenolpyruvate carboxylase 2 | chr2:17734541-17738679 REVERSE LENGTH=963,6,69
AT2G42680,| Symbols: MBF1A  ATMBF1A | multiprotein bridging factor 1A | chr2:17774972-17776116 FORWARD LENGTH=142,2,10.332
AT2G42680,| Symbols: MBF1A  ATMBF1A | multiprotein bridging factor 1A | chr2:17774972-17776116 FORWARD LENGTH=142,2,10.332
AT2G42680,| Symbols: MBF1A  ATMBF1A | multiprotein bridging factor 1A | chr2:17774972-17776116 FORWARD LENGTH=142,2,7.749
AT2G42680,| Symbols: MBF1A  ATMBF1A | multiprotein bridging factor 1A | chr2:17774972-17776116 FORWARD LENGTH=142,6,12
AT2G42680,| Symbols: MBF1A  ATMBF1A | multiprotein bridging factor 1A | chr2:17774972-17776116 FORWARD LENGTH=142,6,16
AT2G42680,| Symbols: MBF1A  ATMBF1A | multiprotein bridging factor 1A | chr2:17774972-17776116 FORWARD LENGTH=142,6,9
AT2G42740,| Symbols: RPL16A | ribosomal protein large subunit 16A | chr2:17791794-17792946 FORWARD LENGTH=182,2,21.525
AT2G42740,| Symbols: RPL16A | ribosomal protein large subunit 16A | chr2:17791794-17792946 FORWARD LENGTH=182,2,22.386
AT2G42740,| Symbols: RPL16A | ribosomal protein large subunit 16A | chr2:17791794-17792946 FORWARD LENGTH=182,2,20.664
AT2G42740,| Symbols: RPL16A | ribosomal protein large subunit 16A | chr2:17791794-17792946 FORWARD LENGTH=182,6,15
AT2G42740,| Symbols: RPL16A | ribosomal protein large subunit 16A | chr2:17791794-17792946 FORWARD LENGTH=182,6,19
AT2G42740,| Symbols: RPL16A | ribosomal protein large subunit 16A | chr2:17791794-17792946 FORWARD LENGTH=182,6,15
AT2G42790,| Symbols: CSY3 | citrate synthase 3 | chr2:17803132-17805991 REVERSE LENGTH=509,2,42.189
AT2G42790,| Symbols: CSY3 | citrate synthase 3 | chr2:17803132-17805991 REVERSE LENGTH=509,2,35.301
AT2G42790,| Symbols: CSY3 | citrate synthase 3 | chr2:17803132-17805991 REVERSE LENGTH=509,2,34.44
AT2G42790,| Symbols: CSY3 | citrate synthase 3 | chr2:17803132-17805991 REVERSE LENGTH=509,6,32
AT2G42790,| Symbols: CSY3 | citrate synthase 3 | chr2:17803132-17805991 REVERSE LENGTH=509,6,29
AT2G42790,| Symbols: CSY3 | citrate synthase 3 | chr2:17803132-17805991 REVERSE LENGTH=509,6,30
AT2G42810,| Symbols: PAPP5  PP5 | protein phosphatase 5.2 | chr2:17812336-17815896 REVERSE LENGTH=484,2,6.027
AT2G42810,| Symbols: PAPP5  PP5 | protein phosphatase 5.2 | chr2:17812336-17815896 REVERSE LENGTH=484,2,6.027
AT2G42810,| Symbols: PAPP5  PP5 | protein phosphatase 5.2 | chr2:17812336-17815896 REVERSE LENGTH=484,2,4.305
AT2G42810,| Symbols: PAPP5  PP5 | protein phosphatase 5.2 | chr2:17812336-17815896 REVERSE LENGTH=484,6,6
AT2G42810,| Symbols: PAPP5  PP5 | protein phosphatase 5.2 | chr2:17812336-17815896 REVERSE LENGTH=484,6,8
AT2G42810,| Symbols: PAPP5  PP5 | protein phosphatase 5.2 | chr2:17812336-17815896 REVERSE LENGTH=484,6,6
AT2G43030,| Symbols:  | Ribosomal protein L3 family protein | chr2:17894898-17895713 FORWARD LENGTH=271,2,9.471
AT2G43030,| Symbols:  | Ribosomal protein L3 family protein | chr2:17894898-17895713 FORWARD LENGTH=271,2,12.054
AT2G43030,| Symbols:  | Ribosomal protein L3 family protein | chr2:17894898-17895713 FORWARD LENGTH=271,2,12.054
AT2G43030,| Symbols:  | Ribosomal protein L3 family protein | chr2:17894898-17895713 FORWARD LENGTH=271,6,6
AT2G43030,| Symbols:  | Ribosomal protein L3 family protein | chr2:17894898-17895713 FORWARD LENGTH=271,6,4
AT2G43030,| Symbols:  | Ribosomal protein L3 family protein | chr2:17894898-17895713 FORWARD LENGTH=271,6,7
AT2G43090,| Symbols:  | Aconitase/3-isopropylmalate dehydratase protein | chr2:17918957-17919712 FORWARD LENGTH=251,2,17.22
AT2G43090,| Symbols:  | Aconitase/3-isopropylmalate dehydratase protein | chr2:17918957-17919712 FORWARD LENGTH=251,2,18.081
AT2G43090,| Symbols:  | Aconitase/3-isopropylmalate dehydratase protein | chr2:17918957-17919712 FORWARD LENGTH=251,2,15.498
AT2G43090,| Symbols:  | Aconitase/3-isopropylmalate dehydratase protein | chr2:17918957-17919712 FORWARD LENGTH=251,6,13
AT2G43090,| Symbols:  | Aconitase/3-isopropylmalate dehydratase protein | chr2:17918957-17919712 FORWARD LENGTH=251,6,16
AT2G43090,| Symbols:  | Aconitase/3-isopropylmalate dehydratase protein | chr2:17918957-17919712 FORWARD LENGTH=251,6,19
AT2G43400,| Symbols: ETFQO | electron-transfer flavoprotein:ubiquinone oxidoreductase | chr2:18021304-18025041 FORWARD LENGTH=633,2,6.027
AT2G43400,| Symbols: ETFQO | electron-transfer flavoprotein:ubiquinone oxidoreductase | chr2:18021304-18025041 FORWARD LENGTH=633,2,5.166
AT2G43400,| Symbols: ETFQO | electron-transfer flavoprotein:ubiquinone oxidoreductase | chr2:18021304-18025041 FORWARD LENGTH=633,2,6.888
AT2G43400,| Symbols: ETFQO | electron-transfer flavoprotein:ubiquinone oxidoreductase | chr2:18021304-18025041 FORWARD LENGTH=633,6,7
AT2G43400,| Symbols: ETFQO | electron-transfer flavoprotein:ubiquinone oxidoreductase | chr2:18021304-18025041 FORWARD LENGTH=633,6,7
AT2G43400,| Symbols: ETFQO | electron-transfer flavoprotein:ubiquinone oxidoreductase | chr2:18021304-18025041 FORWARD LENGTH=633,6,4
AT2G43520,| Symbols: ATTI2  TI2 | trypsin inhibitor protein 2 | chr2:18068611-18069037 FORWARD LENGTH=90,2,20.664
AT2G43520,| Symbols: ATTI2  TI2 | trypsin inhibitor protein 2 | chr2:18068611-18069037 FORWARD LENGTH=90,2,18.081
AT2G43520,| Symbols: ATTI2  TI2 | trypsin inhibitor protein 2 | chr2:18068611-18069037 FORWARD LENGTH=90,2,21.525
AT2G43520,| Symbols: ATTI2  TI2 | trypsin inhibitor protein 2 | chr2:18068611-18069037 FORWARD LENGTH=90,6,27
AT2G43520,| Symbols: ATTI2  TI2 | trypsin inhibitor protein 2 | chr2:18068611-18069037 FORWARD LENGTH=90,6,28
AT2G43520,| Symbols: ATTI2  TI2 | trypsin inhibitor protein 2 | chr2:18068611-18069037 FORWARD LENGTH=90,6,36
AT2G43590,| Symbols:  | Chitinase family protein | chr2:18081592-18082749 REVERSE LENGTH=264,2,4.305
AT2G43590,| Symbols:  | Chitinase family protein | chr2:18081592-18082749 REVERSE LENGTH=264,2,5.166
AT2G43590,| Symbols:  | Chitinase family protein | chr2:18081592-18082749 REVERSE LENGTH=264,2,4.305
AT2G43590,| Symbols:  | Chitinase family protein | chr2:18081592-18082749 REVERSE LENGTH=264,6,11
AT2G43590,| Symbols:  | Chitinase family protein | chr2:18081592-18082749 REVERSE LENGTH=264,6,9
AT2G43590,| Symbols:  | Chitinase family protein | chr2:18081592-18082749 REVERSE LENGTH=264,6,8
AT2G43710,| Symbols: SSI2  FAB2 | Plant stearoyl-acyl-carrier-protein desaturase family protein | chr2:18120107-18122495 FORWARD LENGTH=401,2,43.05
AT2G43710,| Symbols: SSI2  FAB2 | Plant stearoyl-acyl-carrier-protein desaturase family protein | chr2:18120107-18122495 FORWARD LENGTH=401,2,50.799
AT2G43710,| Symbols: SSI2  FAB2 | Plant stearoyl-acyl-carrier-protein desaturase family protein | chr2:18120107-18122495 FORWARD LENGTH=401,2,47.355
AT2G43710,| Symbols: SSI2  FAB2 | Plant stearoyl-acyl-carrier-protein desaturase family protein | chr2:18120107-18122495 FORWARD LENGTH=401,6,45
AT2G43710,| Symbols: SSI2  FAB2 | Plant stearoyl-acyl-carrier-protein desaturase family protein | chr2:18120107-18122495 FORWARD LENGTH=401,6,43
AT2G43710,| Symbols: SSI2  FAB2 | Plant stearoyl-acyl-carrier-protein desaturase family protein | chr2:18120107-18122495 FORWARD LENGTH=401,6,49
AT2G43750,| Symbols: OASB  ACS1  CPACS1  ATCS-B | O-acetylserine (thiol) lyase B | chr2:18129604-18132322 REVERSE LENGTH=392,2,51.66
AT2G43750,| Symbols: OASB  ACS1  CPACS1  ATCS-B | O-acetylserine (thiol) lyase B | chr2:18129604-18132322 REVERSE LENGTH=392,2,57.687
AT2G43750,| Symbols: OASB  ACS1  CPACS1  ATCS-B | O-acetylserine (thiol) lyase B | chr2:18129604-18132322 REVERSE LENGTH=392,2,46.494
AT2G43750,| Symbols: OASB  ACS1  CPACS1  ATCS-B | O-acetylserine (thiol) lyase B | chr2:18129604-18132322 REVERSE LENGTH=392,6,43
AT2G43750,| Symbols: OASB  ACS1  CPACS1  ATCS-B | O-acetylserine (thiol) lyase B | chr2:18129604-18132322 REVERSE LENGTH=392,6,47
AT2G43750,| Symbols: OASB  ACS1  CPACS1  ATCS-B | O-acetylserine (thiol) lyase B | chr2:18129604-18132322 REVERSE LENGTH=392,6,55
AT2G43770,| Symbols:  | Transducin/WD40 repeat-like superfamily protein | chr2:18134272-18135303 REVERSE LENGTH=343,2,7.749
AT2G43770,| Symbols:  | Transducin/WD40 repeat-like superfamily protein | chr2:18134272-18135303 REVERSE LENGTH=343,2,6.888
AT2G43770,| Symbols:  | Transducin/WD40 repeat-like superfamily protein | chr2:18134272-18135303 REVERSE LENGTH=343,2,6.027
AT2G43770,| Symbols:  | Transducin/WD40 repeat-like superfamily protein | chr2:18134272-18135303 REVERSE LENGTH=343,6,4
AT2G43770,| Symbols:  | Transducin/WD40 repeat-like superfamily protein | chr2:18134272-18135303 REVERSE LENGTH=343,6,7
AT2G43770,| Symbols:  | Transducin/WD40 repeat-like superfamily protein | chr2:18134272-18135303 REVERSE LENGTH=343,6,5
AT2G43790,| Symbols: ATMPK6  MPK6  MAPK6  ATMAPK6 | MAP kinase 6 | chr2:18138477-18140693 FORWARD LENGTH=395,2,9.471
AT2G43790,| Symbols: ATMPK6  MPK6  MAPK6  ATMAPK6 | MAP kinase 6 | chr2:18138477-18140693 FORWARD LENGTH=395,2,11.193
AT2G43790,| Symbols: ATMPK6  MPK6  MAPK6  ATMAPK6 | MAP kinase 6 | chr2:18138477-18140693 FORWARD LENGTH=395,2,12.054
AT2G43790,| Symbols: ATMPK6  MPK6  MAPK6  ATMAPK6 | MAP kinase 6 | chr2:18138477-18140693 FORWARD LENGTH=395,6,11
AT2G43790,| Symbols: ATMPK6  MPK6  MAPK6  ATMAPK6 | MAP kinase 6 | chr2:18138477-18140693 FORWARD LENGTH=395,6,15
AT2G43790,| Symbols: ATMPK6  MPK6  MAPK6  ATMAPK6 | MAP kinase 6 | chr2:18138477-18140693 FORWARD LENGTH=395,6,11
AT2G43820,| Symbols: GT  UGT74F2  ATSAGT1  SGT1  SAGT1 | UDP-glucosyltransferase 74F2 | chr2:18152279-18153715 FORWARD LENGTH=449,2,13.776
AT2G43820,| Symbols: GT  UGT74F2  ATSAGT1  SGT1  SAGT1 | UDP-glucosyltransferase 74F2 | chr2:18152279-18153715 FORWARD LENGTH=449,2,12.915
AT2G43820,| Symbols: GT  UGT74F2  ATSAGT1  SGT1  SAGT1 | UDP-glucosyltransferase 74F2 | chr2:18152279-18153715 FORWARD LENGTH=449,2,13.776
AT2G43820,| Symbols: GT  UGT74F2  ATSAGT1  SGT1  SAGT1 | UDP-glucosyltransferase 74F2 | chr2:18152279-18153715 FORWARD LENGTH=449,6,4
AT2G43820,| Symbols: GT  UGT74F2  ATSAGT1  SGT1  SAGT1 | UDP-glucosyltransferase 74F2 | chr2:18152279-18153715 FORWARD LENGTH=449,6,4
AT2G43820,| Symbols: GT  UGT74F2  ATSAGT1  SGT1  SAGT1 | UDP-glucosyltransferase 74F2 | chr2:18152279-18153715 FORWARD LENGTH=449,6,5
AT2G43950,| Symbols: OEP37  ATOEP37 | chloroplast outer envelope protein 37 | chr2:18200553-18202644 REVERSE LENGTH=343,2,15.498
AT2G43950,| Symbols: OEP37  ATOEP37 | chloroplast outer envelope protein 37 | chr2:18200553-18202644 REVERSE LENGTH=343,2,14.637
AT2G43950,| Symbols: OEP37  ATOEP37 | chloroplast outer envelope protein 37 | chr2:18200553-18202644 REVERSE LENGTH=343,2,17.22
AT2G43950,| Symbols: OEP37  ATOEP37 | chloroplast outer envelope protein 37 | chr2:18200553-18202644 REVERSE LENGTH=343,6,13
AT2G43950,| Symbols: OEP37  ATOEP37 | chloroplast outer envelope protein 37 | chr2:18200553-18202644 REVERSE LENGTH=343,6,17
AT2G43950,| Symbols: OEP37  ATOEP37 | chloroplast outer envelope protein 37 | chr2:18200553-18202644 REVERSE LENGTH=343,6,19
AT2G44060,| Symbols:  | Late embryogenesis abundant protein  group 2 | chr2:18226922-18227988 FORWARD LENGTH=325,2,16.359
AT2G44060,| Symbols:  | Late embryogenesis abundant protein  group 2 | chr2:18226922-18227988 FORWARD LENGTH=325,2,14.637
AT2G44060,| Symbols:  | Late embryogenesis abundant protein  group 2 | chr2:18226922-18227988 FORWARD LENGTH=325,2,11.193
AT2G44060,| Symbols:  | Late embryogenesis abundant protein  group 2 | chr2:18226922-18227988 FORWARD LENGTH=325,6,5
AT2G44060,| Symbols:  | Late embryogenesis abundant protein  group 2 | chr2:18226922-18227988 FORWARD LENGTH=325,6,8
AT2G44060,| Symbols:  | Late embryogenesis abundant protein  group 2 | chr2:18226922-18227988 FORWARD LENGTH=325,6,8
AT2G44100,| Symbols: ATGDI1  AT-GDI1  GDI1 | guanosine nucleotide diphosphate dissociation inhibitor 1 | chr2:18241804-18244731 FORWARD LENGTH=431,2,41.328
AT2G44100,| Symbols: ATGDI1  AT-GDI1  GDI1 | guanosine nucleotide diphosphate dissociation inhibitor 1 | chr2:18241804-18244731 FORWARD LENGTH=431,2,53.382
AT2G44100,| Symbols: ATGDI1  AT-GDI1  GDI1 | guanosine nucleotide diphosphate dissociation inhibitor 1 | chr2:18241804-18244731 FORWARD LENGTH=431,2,45.633
AT2G44100,| Symbols: ATGDI1  AT-GDI1  GDI1 | guanosine nucleotide diphosphate dissociation inhibitor 1 | chr2:18241804-18244731 FORWARD LENGTH=431,6,41
AT2G44100,| Symbols: ATGDI1  AT-GDI1  GDI1 | guanosine nucleotide diphosphate dissociation inhibitor 1 | chr2:18241804-18244731 FORWARD LENGTH=431,6,43
AT2G44100,| Symbols: ATGDI1  AT-GDI1  GDI1 | guanosine nucleotide diphosphate dissociation inhibitor 1 | chr2:18241804-18244731 FORWARD LENGTH=431,6,42
AT2G44120,| Symbols:  | Ribosomal protein L30/L7 family protein | chr2:18249227-18250402 REVERSE LENGTH=242,2,24.969
AT2G44120,| Symbols:  | Ribosomal protein L30/L7 family protein | chr2:18249227-18250402 REVERSE LENGTH=242,2,30.996
AT2G44120,| Symbols:  | Ribosomal protein L30/L7 family protein | chr2:18249227-18250402 REVERSE LENGTH=242,2,30.135
